price,bedrooms,bathrooms,floors,grade,long,lat,zipcode,year,sqft_above,view,HouseAgeGroup
680000.0,4,2.0,2.0,10,-122.082,47.7304,39,2015,3140,0.0,2
470000.0,5,2.0,2.0,7,-122.109,47.6417,28,2014,2030,0.0,4
597750.0,4,2.0,2.0,8,-122.053,47.5386,15,2014,2310,0.0,2
570000.0,3,2.0,1.0,6,-122.349,47.6823,42,2015,700,0.0,4
272500.0,3,2.0,1.0,7,-122.031,47.3624,23,2014,1160,0.0,2
329950.0,3,2.0,1.0,7,-122.295,47.5474,46,2014,1080,2.0,3
480000.0,4,2.0,2.0,9,-122.253,47.3183,0,2014,2520,0.0,1
740500.0,3,4.0,2.0,8,-122.368,47.6981,51,2014,2780,0.0,4
518500.0,3,4.0,3.0,8,-122.347,47.6824,42,2014,1590,0.0,1
205425.0,2,1.0,1.0,6,-122.248,47.5009,66,2014,880,0.0,4
171800.0,4,2.0,1.0,6,-122.303,47.4965,64,2015,1570,0.0,4
535000.0,4,1.0,2.0,7,-122.294,47.587,59,2015,1610,0.0,4
660000.0,3,2.0,1.0,8,-122.386,47.7728,65,2015,1560,2.0,3
391500.0,3,2.0,1.0,7,-122.226,47.7288,22,2014,1450,0.0,2
395000.0,2,1.0,1.0,6,-122.364,47.6999,51,2015,770,0.0,3
445000.0,4,2.0,2.0,7,-122.266,47.5299,52,2014,1720,0.0,4
770000.0,3,2.0,2.0,9,-122.098,47.6897,28,2014,2910,0.0,2
1450000.0,4,3.0,2.0,8,-122.212,47.6141,3,2015,1980,0.0,4
445000.0,3,2.0,1.0,8,-122.244,47.5091,66,2014,1620,2.0,3
260000.0,4,2.0,1.0,8,-122.39,47.3129,13,2014,1360,0.0,2
822500.0,5,4.0,2.0,7,-122.352,47.6763,42,2014,1720,0.0,4
430000.0,4,2.0,2.0,7,-121.85,47.5319,34,2015,2070,0.0,1
212000.0,3,2.0,1.0,7,-122.152,47.2761,40,2015,1060,0.0,2
660500.0,4,2.0,1.0,8,-122.054,47.5343,15,2015,1440,0.0,2
784000.0,3,4.0,2.0,9,-122.072,47.697,28,2014,2460,0.0,2
453246.0,3,2.0,2.0,8,-121.998,47.5517,17,2014,1390,0.0,1
675000.0,4,4.0,3.0,9,-122.38,47.6734,45,2015,2140,0.0,1
199000.0,3,2.0,1.0,7,-122.296,47.3257,2,2014,1320,0.0,3
220000.0,4,2.0,1.0,7,-122.299,47.3309,2,2014,1010,0.0,3
452000.0,4,2.0,1.0,8,-122.266,47.7689,16,2014,1340,0.0,3
382500.0,2,1.0,1.0,6,-122.287,47.7135,55,2014,1190,0.0,2
519950.0,3,2.0,3.0,8,-122.381,47.6722,45,2014,1170,0.0,1
665000.0,2,1.0,1.0,7,-122.358,47.6338,53,2014,1110,0.0,4
527700.0,5,2.0,1.0,8,-122.128,47.5707,5,2014,1550,0.0,3
205000.0,3,1.0,1.0,7,-122.171,47.4563,32,2015,1010,0.0,3
420000.0,3,1.0,1.0,7,-122.351,47.7144,57,2015,940,0.0,4
500000.0,4,2.0,1.0,8,-122.174,47.5495,5,2015,1380,0.0,3
921500.0,4,2.0,2.0,9,-122.026,47.7421,39,2014,3670,0.0,2
890000.0,4,1.0,2.0,8,-122.353,47.6354,47,2014,2370,0.0,4
430000.0,2,2.0,2.0,7,-121.943,47.5262,15,2014,2420,0.0,1
258000.0,5,2.0,1.0,8,-122.286,47.3887,20,2014,1130,0.0,3
511000.0,3,1.0,1.0,7,-122.336,47.6873,42,2014,980,0.0,4
532170.0,3,2.0,2.0,8,-122.353,47.6838,42,2014,1360,0.0,2
560000.0,3,1.0,2.0,7,-122.359,47.655,45,2015,1110,0.0,4
282950.0,3,1.0,1.0,7,-122.304,47.3255,2,2015,1250,0.0,3
350000.0,1,1.0,1.0,7,-122.3,47.679,49,2014,700,0.0,4
215000.0,3,1.0,1.0,7,-122.176,47.4479,32,2014,1180,0.0,3
650000.0,5,4.0,2.0,9,-122.172,47.525,31,2014,2500,0.0,2
320000.0,4,3.0,1.0,8,-122.369,47.3135,13,2014,1620,0.0,3
247000.0,3,2.0,2.0,7,-121.996,47.2086,12,2014,1270,0.0,4
320000.0,4,2.0,1.0,8,-122.118,47.4715,33,2014,1760,0.0,3
255000.0,5,2.0,1.0,7,-122.335,47.4877,60,2014,1030,0.0,3
438000.0,3,2.0,1.0,7,-122.193,47.7171,22,2015,1780,0.0,3
900000.0,3,2.0,2.0,10,-122.023,47.6012,38,2015,3400,0.0,1
441000.0,3,3.0,1.0,7,-122.224,47.7319,22,2014,1160,0.0,2
420000.0,3,2.0,1.0,7,-122.023,47.4582,15,2014,1010,0.0,2
370000.0,3,2.0,1.0,7,-122.168,47.7209,22,2014,1180,0.0,2
269950.0,2,2.0,1.0,5,-122.327,47.408,68,2015,700,0.0,4
807100.0,4,2.0,2.0,9,-122.125,47.565,5,2015,2680,0.0,1
653000.0,3,2.0,1.0,8,-122.231,47.7028,22,2014,1610,0.0,2
371500.0,3,2.0,1.0,7,-122.331,47.7458,57,2014,1370,0.0,3
284000.0,3,2.0,1.0,7,-122.337,47.4776,63,2015,1560,0.0,3
272000.0,3,2.0,1.0,7,-122.374,47.3026,13,2015,1670,0.0,2
313000.0,3,2.0,2.0,7,-122.339,47.7658,57,2014,1340,0.0,3
917500.0,4,2.0,2.0,10,-122.182,47.6477,21,2015,2570,0.0,2
673000.0,4,2.0,2.0,8,-122.125,47.5619,5,2014,2590,0.0,2
425000.0,3,2.0,2.0,8,-122.31,47.6106,54,2015,820,0.0,1
399950.0,5,3.0,1.0,7,-122.308,47.5868,59,2014,1320,0.0,2
385000.0,3,1.0,1.0,6,-122.307,47.6101,54,2014,1220,0.0,4
269950.0,3,2.0,1.0,7,-121.999,47.1976,12,2014,1320,2.0,2
330000.0,2,1.0,1.0,7,-122.358,47.7224,65,2015,1060,0.0,4
260000.0,3,2.0,2.0,7,-122.179,47.3505,18,2014,1670,0.0,2
470000.0,4,3.0,2.0,7,-122.376,47.5384,56,2015,1680,0.0,4
589000.0,4,3.0,2.0,7,-122.2,47.7044,22,2014,2440,0.0,3
163500.0,2,2.0,2.0,7,-122.039,47.3848,23,2014,1050,0.0,2
835000.0,4,3.0,2.0,9,-122.102,47.6993,28,2014,2140,0.0,2
1100000.0,5,3.0,1.0,10,-122.188,47.6627,21,2014,2090,2.0,2
269000.0,4,2.0,1.0,8,-122.379,47.3099,13,2015,1100,0.0,3
560000.0,3,2.0,2.0,8,-122.043,47.62,37,2014,1900,0.0,2
615000.0,4,1.0,2.0,6,-122.34,47.65,42,2015,1330,0.0,4
585188.0,3,2.0,1.0,8,-122.153,47.6647,28,2014,1430,0.0,2
305000.0,3,2.0,1.0,7,-122.191,47.726000000000006,22,2014,1220,0.0,2
166950.0,3,1.0,1.0,6,-122.184,47.4616,32,2014,1190,0.0,3
799000.0,3,2.0,1.0,8,-122.219,47.5505,25,2014,2140,0.0,3
400000.0,3,2.0,1.0,7,-122.336,47.7606,57,2014,1420,0.0,3
230000.0,3,1.0,1.0,7,-122.3,47.7481,62,2014,1060,0.0,4
256883.0,3,2.0,2.0,8,-122.347,47.2779,13,2014,1690,0.0,1
423000.0,4,2.0,2.0,7,-122.312,47.5511,46,2014,1130,0.0,4
465000.0,3,2.0,2.0,8,-122.372,47.5488,56,2014,2150,0.0,1
440000.0,3,2.0,2.0,7,-121.911,47.5385,14,2015,1910,0.0,1
385000.0,3,2.0,1.0,7,-121.994,47.4058,23,2014,1350,0.0,3
210000.0,3,1.0,1.0,6,-122.184,47.5093,31,2015,860,0.0,4
297000.0,3,2.0,2.0,8,-122.165,47.3777,26,2014,1940,0.0,2
470000.0,3,1.0,1.0,7,-122.394,47.675,45,2014,1010,0.0,3
226500.0,3,2.0,1.0,7,-122.37,47.3025,13,2014,900,0.0,2
274250.0,3,1.0,1.0,6,-122.158,47.4787,33,2015,910,0.0,3
840000.0,4,2.0,1.0,9,-122.219,47.5378,25,2014,1630,0.0,3
677900.0,3,2.0,2.0,8,-122.114,47.7073,28,2014,2440,0.0,1
425000.0,3,1.0,1.0,7,-122.381,47.5733,50,2015,1010,0.0,4
180250.0,2,1.0,1.0,6,-122.339,47.4604,63,2014,900,0.0,4
464000.0,6,3.0,2.0,7,-122.343,47.7067,57,2014,1600,0.0,4
320000.0,4,2.0,2.0,8,-122.047,47.354,23,2015,1550,0.0,2
625504.0,3,2.0,2.0,8,-122.284,47.6647,43,2014,1060,0.0,1
592500.0,4,2.0,1.0,9,-122.017,47.6143,37,2014,2240,0.0,2
465000.0,3,2.0,2.0,9,-122.275,47.3185,0,2015,2714,0.0,1
477000.0,4,3.0,2.0,8,-122.268,47.5458,52,2014,1720,0.0,2
280000.0,2,1.0,1.0,6,-122.299,47.4889,64,2015,850,0.0,4
1510000.0,5,3.0,1.0,9,-122.21,47.5673,25,2015,1870,3.0,3
445838.0,3,2.0,2.0,8,-122.379,47.5133,60,2014,2250,0.0,1
1070000.0,2,2.0,1.0,8,-122.291,47.5884,59,2014,1950,3.0,4
467000.0,2,2.0,1.0,8,-122.367,47.7145,65,2014,1320,0.0,4
686000.0,4,2.0,2.0,10,-122.026,47.5836,38,2014,2760,0.0,1
279950.0,3,2.0,1.0,7,-122.299,47.398,68,2014,1350,0.0,3
527000.0,4,2.0,2.0,8,-122.215,47.7663,9,2014,2330,0.0,2
325000.0,3,2.0,1.0,8,-122.217,47.3758,18,2014,1780,0.0,3
328000.0,3,2.0,2.0,7,-122.023,47.3828,23,2014,2020,0.0,2
390000.0,3,2.0,1.0,7,-122.373,47.5123,60,2014,1250,0.0,4
479950.0,2,2.0,1.0,8,-122.013,47.7076,29,2015,1510,0.0,1
264950.0,4,2.0,1.0,7,-122.371,47.2922,13,2014,1120,0.0,2
235000.0,3,1.0,1.0,7,-122.214,47.4075,19,2015,980,0.0,3
516500.0,3,2.0,2.0,7,-122.034,47.6794,29,2015,1480,0.0,1
655000.0,2,2.0,2.0,7,-122.375,47.4497,63,2015,1230,4.0,4
500000.0,4,3.0,1.0,7,-122.164,47.5218,33,2014,2280,0.0,3
315000.0,6,3.0,1.0,8,-122.339,47.3103,13,2014,1780,0.0,2
213000.0,2,1.0,1.0,6,-121.899,47.5687,14,2014,1000,0.0,3
475000.0,3,2.0,2.0,7,-122.303,47.5575,46,2014,1620,0.0,4
1030000.0,5,4.0,2.0,10,-122.183,47.6489,21,2014,3760,0.0,2
416000.0,3,2.0,1.0,7,-121.95,47.3459,8,2015,1640,0.0,2
410000.0,4,1.0,2.0,7,-122.303,47.6136,54,2015,1670,0.0,4
800000.0,3,4.0,2.0,10,-122.023,47.7641,39,2014,3530,0.0,2
472000.0,6,2.0,1.0,9,-122.324,47.3376,2,2014,2350,2.0,3
225000.0,3,2.0,1.0,7,-122.319,47.3173,2,2014,1430,0.0,3
210000.0,2,1.0,1.0,6,-122.376,47.5308,56,2014,830,0.0,4
455000.0,2,1.0,2.0,7,-122.299,47.6727,49,2015,1430,0.0,4
225000.0,3,1.0,1.0,6,-122.216,47.3221,1,2015,1300,0.0,3
480000.0,2,1.0,1.0,7,-122.353,47.6779,42,2014,790,2.0,4
363000.0,3,2.0,2.0,9,-122.395,47.3076,13,2015,2740,0.0,2
181000.0,2,2.0,1.0,6,-122.357,47.5218,44,2015,720,0.0,3
250000.0,4,2.0,1.0,7,-122.213,47.2785,1,2015,2010,0.0,2
481000.0,3,2.0,1.0,6,-122.345,47.6846,42,2015,770,0.0,4
260000.0,3,2.0,1.0,7,-122.278,47.3656,20,2014,1240,0.0,2
455000.0,4,2.0,2.0,9,-122.111,47.4369,32,2014,3360,0.0,1
415000.0,3,2.0,2.0,8,-121.711,47.4616,27,2015,1510,0.0,2
349500.0,3,1.0,1.0,7,-122.27,47.5405,52,2015,800,0.0,3
245000.0,3,2.0,2.0,7,-122.178,47.3507,18,2014,1730,0.0,2
592500.0,2,2.0,2.0,7,-122.32,47.6979,49,2014,1420,2.0,4
385000.0,4,2.0,1.0,7,-122.345,47.5278,44,2014,1180,0.0,3
315000.0,3,2.0,1.0,7,-122.147,47.4756,33,2015,1200,0.0,3
255000.0,3,1.0,1.0,7,-121.772,47.4437,27,2014,1230,0.0,2
693000.0,4,2.0,2.0,8,-122.109,47.7048,28,2014,2460,0.0,1
780000.0,3,1.0,2.0,8,-122.302,47.6362,48,2014,1460,0.0,4
237000.0,3,2.0,1.0,7,-122.29,47.4207,68,2014,1270,0.0,3
525000.0,3,2.0,2.0,10,-122.047,47.6154,37,2014,1320,0.0,2
425000.0,2,1.0,1.0,5,-122.299,47.5964,59,2015,770,0.0,4
369900.0,1,1.0,1.0,5,-122.438,47.4683,35,2014,760,4.0,4
290000.0,4,2.0,2.0,7,-122.171,47.4045,19,2014,1700,0.0,2
285000.0,3,1.0,1.0,7,-122.358,47.5544,44,2014,1120,0.0,3
415000.0,2,1.0,1.0,7,-122.29,47.6802,49,2014,1070,0.0,4
272500.0,3,2.0,1.0,8,-122.371,47.2988,13,2015,1420,0.0,2
1370000.0,4,5.0,2.0,11,-122.042,47.7285,39,2014,5310,0.0,2
436000.0,2,1.0,1.0,7,-122.352,47.7107,57,2015,1040,0.0,4
210000.0,3,1.0,1.0,7,-122.323,47.3271,2,2014,1700,0.0,3
236000.0,3,1.0,1.0,7,-122.255,47.5053,66,2014,1300,0.0,3
331000.0,3,2.0,1.0,7,-122.4,47.6601,69,2014,580,0.0,3
365000.0,3,2.0,2.0,8,-122.166,47.4145,19,2015,2653,0.0,1
450000.0,3,2.0,1.0,8,-122.165,47.4672,32,2015,2290,0.0,3
770000.0,4,3.0,2.0,9,-122.261,47.7618,16,2014,2850,0.0,1
455000.0,4,2.0,1.0,8,-122.071,47.3828,23,2015,2210,0.0,1
405000.0,3,2.0,1.0,6,-122.268,47.5362,52,2015,1240,0.0,4
304900.0,4,2.0,1.0,7,-122.206,47.3954,19,2014,1610,0.0,3
170000.0,2,1.0,1.0,6,-122.272,47.5048,66,2015,860,0.0,4
780000.0,4,2.0,2.0,9,-122.025,47.6811,29,2014,3500,0.0,1
330000.0,3,3.0,1.0,8,-122.23,47.7486,16,2015,1740,0.0,2
370000.0,4,2.0,2.0,9,-122.169,47.3846,18,2014,2720,0.0,2
467000.0,5,2.0,1.0,7,-122.144,47.7564,36,2014,1850,0.0,2
405000.0,3,2.0,1.0,7,-122.193,47.7198,22,2015,1140,0.0,2
675000.0,5,2.0,1.0,8,-122.151,47.5461,5,2014,1450,0.0,2
500000.0,2,1.0,1.0,7,-122.143,47.5712,5,2014,1140,0.0,3
389999.0,4,2.0,2.0,7,-122.343,47.4281,63,2014,1890,0.0,3
630000.0,4,2.0,1.0,8,-122.223,47.7128,22,2015,1780,2.0,2
360000.0,4,2.0,2.0,9,-122.255,47.3341,0,2014,2160,0.0,2
580000.0,4,3.0,2.0,8,-122.181,47.5399,31,2014,2270,0.0,2
550000.0,3,2.0,2.0,8,-122.375,47.5717,56,2014,1270,3.0,4
879000.0,4,2.0,2.0,10,-122.017,47.5951,38,2014,3360,0.0,2
265000.0,3,2.0,1.0,7,-122.144,47.3536,26,2014,1320,0.0,2
446500.0,3,2.0,2.0,8,-122.154,47.5084,33,2015,2650,0.0,2
404000.0,3,2.0,1.0,7,-122.311,47.5586,46,2014,1330,0.0,3
267500.0,3,2.0,1.0,7,-122.274,47.4427,67,2014,1090,2.0,3
335000.0,3,2.0,2.0,8,-122.301,47.3494,2,2014,2440,0.0,1
576000.0,3,2.0,1.0,7,-122.393,47.6933,51,2014,970,0.0,4
208633.0,3,2.0,2.0,8,-122.0,47.3537,23,2015,2040,0.0,1
315000.0,3,2.0,1.0,7,-122.337,47.476000000000006,63,2015,1120,0.0,3
725000.0,3,2.0,1.0,8,-122.298,47.6239,48,2015,960,0.0,4
550000.0,4,3.0,1.0,8,-122.384,47.7776,65,2015,1400,0.0,3
610750.0,4,2.0,2.0,8,-122.058,47.6459,37,2014,2180,0.0,2
550700.0,2,1.0,2.0,6,-122.297,47.6692,43,2015,1010,0.0,4
665000.0,4,3.0,2.0,8,-122.18,47.5376,31,2015,2220,0.0,3
834000.0,4,2.0,2.0,8,-122.294,47.601000000000006,59,2015,1980,2.0,4
201000.0,5,2.0,2.0,6,-121.837,47.529,34,2014,1660,0.0,4
1380000.0,4,3.0,1.0,11,-122.102,47.5503,5,2014,2690,3.0,1
1400000.0,4,3.0,1.0,11,-122.102,47.5503,5,2014,2690,3.0,1
305000.0,4,2.0,1.0,8,-122.125,47.4441,32,2014,1350,0.0,2
487000.0,3,2.0,1.0,8,-122.333,47.7357,57,2015,1720,0.0,4
390000.0,3,2.0,1.0,8,-122.157,47.346,26,2015,1930,0.0,2
548000.0,2,1.0,1.0,7,-122.345,47.6638,42,2014,1170,0.0,4
268750.0,4,1.0,1.0,6,-122.336,47.48,63,2014,800,0.0,4
819900.0,5,3.0,2.0,9,-122.151,47.6759,28,2014,3150,0.0,1
520000.0,3,2.0,2.0,8,-122.057,47.5162,15,2014,2030,0.0,2
230000.0,3,2.0,1.0,7,-122.252,47.2639,0,2014,1450,0.0,1
240000.0,3,2.0,1.0,7,-122.371,47.2929,13,2015,1510,0.0,3
232000.0,2,1.0,1.0,6,-122.352,47.4957,60,2014,960,0.0,4
240500.0,2,1.0,1.0,6,-122.352,47.4957,60,2015,960,0.0,4
274975.0,3,2.0,2.0,9,-122.093,47.7721,39,2014,3030,0.0,2
740000.0,4,2.0,2.0,9,-122.319,47.644,41,2014,2050,0.0,4
186375.0,3,1.0,1.0,7,-122.344,47.472,63,2015,1000,0.0,3
790000.0,3,2.0,1.0,9,-122.166,47.592,4,2014,1590,0.0,2
880000.0,4,4.0,2.0,9,-122.275,47.669,43,2014,1890,0.0,3
279000.0,6,2.0,2.0,7,-122.323,47.42,68,2015,2240,0.0,3
295000.0,3,2.0,1.0,8,-122.012,47.1913,12,2014,1810,2.0,2
640000.0,2,1.0,1.0,7,-122.331,47.6666,42,2015,1070,0.0,4
940000.0,4,2.0,2.0,9,-122.217,47.5639,25,2014,2490,0.0,3
260000.0,4,2.0,2.0,7,-122.052,47.3483,23,2014,1960,0.0,1
559900.0,3,3.0,1.0,9,-122.164,47.7648,36,2014,1860,0.0,1
791500.0,4,2.0,2.0,7,-122.357,47.6794,42,2014,1510,0.0,4
265000.0,3,2.0,1.0,7,-122.354,47.7535,57,2014,1420,0.0,3
245000.0,3,2.0,1.0,7,-122.22,47.4945,66,2015,1740,0.0,3
485000.0,4,2.0,2.0,7,-122.093,47.6945,28,2015,2560,0.0,3
684000.0,4,4.0,2.0,9,-122.157,47.5222,33,2014,2420,0.0,1
425000.0,3,2.0,1.0,8,-122.32,47.7222,55,2014,1300,0.0,3
309600.0,4,2.0,1.0,6,-122.49,47.3796,35,2014,1275,0.0,2
552250.0,4,2.0,2.0,8,-121.875,47.5374,34,2014,2580,0.0,1
165000.0,4,1.0,1.0,6,-122.24,47.4897,66,2014,1000,0.0,4
239900.0,4,1.0,1.0,6,-122.24,47.4897,66,2014,1000,0.0,4
